@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
64,8,4,19,0,0,?
24,3,2,3,0,0,?
102,14,9,55,0,0,?
69,8,8,31,0,0,?
35,5,1,14,0,0,?
65,9,7,17,0,0,?
30,2,1,20,0,0,?
64,6,1,69,0,0,?
66,1,1,9,0,0,?
102,17,7,35,0,0,?
72,7,3,12,0,0,?
31,6,2,12,0,0,?
23,3,1,3,0,0,?
29,2,1,12,0,0,?
25,2,1,11,0,0,?
36,1,1,28,0,0,?
20,1,1,6,0,0,?
23,6,1,4,0,0,?
26,3,1,11,0,0,?
51,4,6,14,0,0,?
32,8,2,6,0,0,?
157,26,13,92,0,0,?
85,12,4,79,0,0,?
245,44,19,164,0,0,?
24,2,1,8,0,0,?
19,3,1,3,0,0,?
16,2,1,3,0,0,?
71,8,7,26,0,0,?
30,4,1,9,0,0,?
71,8,8,30,0,0,?
30,2,1,20,0,0,?
48,4,6,12,0,0,?
27,2,1,11,0,0,?
18,0,2,4,0,0,?
32,6,2,14,0,0,?
154,26,13,83,0,0,?
76,8,3,12,0,0,?
23,2,1,5,0,0,?
32,3,2,6,0,0,?
47,3,3,38,0,0,?
23,6,2,6,0,0,?
19,0,2,5,0,0,?
23,1,1,5,0,0,?
134,18,10,65,0,0,?
53,6,7,4,0,0,?
41,3,3,5,0,0,?
153,26,13,80,0,0,?
75,8,3,12,0,0,?
27,4,1,6,1,0,?
32,1,1,19,0,0,?
29,2,2,6,0,0,?
127,1,12,44,0,0,?
22,2,2,6,0,0,?
79,4,4,41,0,0,?
32,1,3,8,0,0,?
28,1,2,6,0,0,?
82,7,10,17,0,0,?
21,2,1,10,0,0,?
30,2,1,5,0,0,?
37,3,2,9,0,0,?
22,1,1,4,0,0,?
39,2,2,22,0,0,?
84,11,10,34,0,0,?
55,5,6,12,0,0,?
24,3,1,8,1,0,?
190,14,14,180,0,0,?
37,3,5,3,0,0,?
29,2,1,8,0,0,?
31,2,1,11,0,0,?
25,2,1,8,0,0,?
31,2,1,10,0,0,?
33,2,1,12,0,0,?
39,5,1,13,1,0,?
28,2,1,7,0,0,?
119,10,5,55,0,0,?
24,2,1,6,0,0,?
41,6,1,12,0,0,?
43,5,1,36,0,0,?
23,2,1,4,0,0,?
79,16,4,22,0,0,?
33,3,3,3,0,0,?
29,2,1,10,0,0,?
79,6,3,69,0,0,?
66,15,6,32,0,0,?
45,5,4,8,0,0,?
22,3,1,3,0,0,?
38,8,1,22,0,0,?
32,5,1,5,0,0,?
46,5,4,9,0,0,?
43,5,1,17,0,0,?
84,24,8,15,0,0,?
34,3,3,4,0,0,?
55,7,5,13,0,0,?
42,5,5,4,0,0,?
103,21,8,37,0,0,?
115,18,13,30,0,0,?
87,12,6,12,0,0,?
193,25,13,205,0,0,?
34,3,3,4,0,0,?
103,21,8,37,0,0,?
16,0,1,6,0,0,?
33,3,3,3,0,0,?
81,16,6,29,0,0,?
33,3,3,3,0,0,?
121,25,9,49,0,0,?
49,11,2,22,3,0,?
41,8,1,6,2,0,?
312,55,16,162,7,0,?
44,6,3,8,0,0,?
15,0,1,5,0,0,?
88,30,5,18,6,0,?
30,3,5,7,0,0,?
73,14,4,26,0,0,?
54,8,5,12,0,0,?
218,18,15,173,2,0,?
25,1,3,3,0,0,?
28,4,1,3,0,0,?
49,8,4,10,0,0,?
192,45,14,82,0,0,?
147,10,17,22,0,0,?
25,3,1,4,0,0,?
90,12,12,16,0,0,?
67,1,1,4,0,0,?
157,5,11,24,0,0,?
47,4,3,15,0,0,?
56,11,5,15,0,0,?
33,3,3,4,0,0,?
61,6,4,8,0,0,?
76,4,9,2,0,0,?
94,5,6,22,0,0,?
171,16,17,36,0,2,?
50,6,3,10,0,0,?
23,3,1,2,0,0,?
49,4,3,15,0,0,?
33,0,2,12,0,0,?
47,4,3,15,0,0,?
63,13,5,15,0,0,?
18,0,1,3,0,0,?
47,4,3,15,0,0,?
28,5,1,8,1,0,?
21,1,1,15,0,0,?
42,10,1,9,0,0,?
59,4,7,8,0,0,?
30,6,1,4,0,0,?
47,4,3,15,0,0,?
30,4,2,3,0,0,?
47,4,3,15,0,0,?
18,2,1,4,0,0,?
32,3,3,7,0,0,?
47,4,3,15,0,0,?
47,4,3,15,0,0,?
22,2,1,3,0,0,?
182,29,26,40,0,0,?
47,6,2,5,0,0,?
41,5,2,5,0,0,?
92,6,11,11,0,0,?
73,13,3,12,0,0,?
114,9,16,8,0,0,?
53,7,3,4,0,0,?
51,7,3,6,0,0,?
61,7,4,9,0,1,?
63,5,5,15,0,1,?
83,17,6,29,0,0,?
45,5,5,21,0,0,?
26,5,1,3,0,0,?
14,2,1,2,0,0,?
40,5,4,7,0,0,?
28,5,1,3,0,0,?
27,5,1,4,0,0,?
14,1,1,2,0,0,?
47,6,3,15,0,0,?
50,6,5,6,0,0,?
59,6,9,12,0,0,?
25,4,1,8,0,0,?
32,9,1,9,2,1,?
26,3,2,5,0,0,?
51,5,7,22,0,0,?
39,6,2,11,0,0,?
19,1,1,7,0,0,?
50,1,1,48,0,0,?
38,6,2,11,0,0,?
38,6,2,11,0,0,?
62,9,3,17,0,1,?
38,6,2,11,0,0,?
55,11,2,22,0,0,?
35,5,2,11,0,0,?
42,7,2,12,0,0,?
42,8,2,14,0,0,?
42,8,2,14,0,0,?
39,6,2,11,0,0,?
38,6,2,11,0,0,?
39,6,2,11,0,0,?
35,6,2,11,0,0,?
41,9,2,15,0,0,?
35,6,2,11,0,0,?
45,8,2,15,1,0,?
38,6,2,11,0,0,?
57,10,3,23,0,0,?
15,2,1,5,0,0,?
20,2,1,2,0,0,?
23,0,1,0,0,0,?
62,8,6,14,0,0,?
39,8,2,4,0,0,?
20,1,1,2,0,0,?
51,7,4,10,0,0,?
54,13,2,12,3,0,?
76,8,11,7,0,0,?
84,18,8,24,3,0,?
72,8,6,22,0,0,?
55,5,6,11,0,0,?
37,6,2,8,1,0,?
54,4,8,6,0,0,?
66,8,3,16,0,0,?
72,9,5,15,0,0,?
32,3,3,3,0,0,?
160,20,19,26,0,0,?
27,4,1,2,0,0,?
66,6,8,9,0,7,?
34,1,5,3,0,0,?
14,2,1,2,0,0,?
33,7,1,7,1,0,?
32,3,3,4,0,0,?
37,4,4,5,0,0,?
39,5,5,2,0,0,?
36,4,2,8,0,0,?
99,11,7,98,0,0,?
17,1,1,3,0,0,?
79,7,8,12,0,2,?
23,0,1,2,0,0,?
55,5,7,2,0,0,?
63,5,9,2,0,0,?
60,5,7,2,0,0,?
101,9,14,19,0,0,?
72,9,11,5,0,0,?
16,2,1,3,0,0,?
55,10,1,18,0,0,?
129,13,23,23,0,0,?
98,8,18,4,0,0,?
39,5,4,10,0,0,?
31,4,2,7,0,0,?
32,3,2,6,0,0,?
20,2,1,2,0,0,?
110,7,3,34,1,2,?
16,2,1,1,0,0,?
24,1,3,8,0,0,?
14,1,1,1,0,0,?
14,0,1,3,0,0,?
39,4,4,7,0,0,?
16,3,1,3,0,0,?
33,4,3,5,0,0,?
13,0,1,1,0,0,?
40,7,3,8,0,0,?
55,5,7,2,0,0,?
28,2,1,3,0,0,?
35,8,1,9,0,0,?
82,8,14,4,0,0,?
63,6,7,11,0,0,?
30,6,3,9,0,0,?
107,10,14,34,0,0,?
34,2,3,7,0,0,?
30,5,1,2,0,0,?
47,6,5,11,0,0,?
80,9,10,11,0,1,?
29,5,1,2,0,0,?
57,5,9,5,0,0,?
29,3,1,18,0,0,?
47,6,3,13,0,0,?
36,4,1,8,0,2,?
40,3,3,12,0,0,?
20,3,1,7,0,0,?
43,5,5,4,0,0,?
130,12,18,14,0,0,?
28,4,1,4,0,0,?
79,7,11,9,0,0,?
33,4,1,11,0,0,?
64,7,7,4,0,1,?
21,5,1,5,0,0,?
77,7,9,12,0,0,?
36,3,3,4,0,0,?
16,2,1,3,0,0,?
56,6,9,3,0,0,?
32,3,3,3,0,0,?
91,7,9,16,0,0,?
45,3,4,1,0,0,?
65,8,6,12,0,0,?
245,19,29,25,0,0,?
17,2,1,6,0,0,?
17,2,1,3,0,0,?
67,6,8,8,0,0,?
79,7,13,6,0,0,?
48,8,2,15,0,0,?
14,1,1,1,0,0,?
122,15,14,16,0,0,?
55,7,5,13,0,0,?
71,5,9,18,0,0,?
29,1,3,4,0,0,?
94,10,10,14,0,0,?
92,8,13,3,0,0,?
43,4,3,6,0,0,?
38,8,3,7,0,0,?
13,1,1,0,0,0,?
16,0,2,2,0,0,?
29,5,1,5,0,0,?
38,4,4,8,0,0,?
292,29,17,185,1,4,?
12,0,1,1,0,0,?
78,5,7,3,0,0,?
30,6,3,6,0,0,?
31,3,3,2,0,0,?
46,5,3,9,0,0,?
36,5,2,11,0,0,?
66,7,7,8,0,0,?
19,2,1,2,0,0,?
79,9,10,10,0,0,?
44,5,6,6,0,0,?
34,3,1,7,0,0,?
40,4,3,7,0,0,?
35,3,3,3,0,0,?
39,4,2,26,0,0,?
49,6,4,18,0,0,?
18,2,1,2,0,0,?
78,7,8,17,0,0,?
71,10,3,20,0,0,?
13,1,1,1,0,0,?
60,5,7,9,0,0,?
20,1,1,5,0,0,?
62,7,5,12,0,0,?
60,6,1,47,0,0,?
110,15,13,30,0,0,?
24,2,2,2,0,0,?
104,11,12,19,0,0,?
30,6,3,12,0,0,?
80,13,6,40,0,0,?
53,5,7,6,0,0,?
27,2,3,1,0,0,?
20,3,1,2,0,0,?
25,2,1,2,0,0,?
281,28,49,93,1,0,?
23,3,1,8,0,0,?
16,1,1,2,0,0,?
64,8,5,20,0,0,?
19,2,1,1,0,0,?
23,4,1,3,0,0,?
17,3,1,3,0,0,?
24,3,1,19,0,0,?
69,6,9,7,0,0,?
55,5,7,2,0,0,?
52,5,7,7,0,0,?
49,5,4,7,0,0,?
85,8,13,5,0,0,?
112,12,14,15,0,0,?
19,3,1,4,0,0,?
15,1,1,1,0,0,?
63,5,7,10,0,0,?
19,2,1,4,0,0,?
44,4,5,7,0,0,?
15,1,1,3,0,0,?
15,2,1,3,0,0,?
55,5,7,6,0,0,?
39,3,4,3,0,0,?
49,3,5,1,0,0,?
71,5,8,13,0,0,?
54,5,3,10,0,0,?
27,3,1,6,0,0,?
72,10,6,24,0,0,?
55,13,5,23,0,0,?
278,35,29,100,1,0,?
90,15,11,12,0,0,?
62,32,1,1,0,0,?
24,2,1,5,0,0,?
78,8,8,13,0,0,?
28,2,2,3,0,0,?
68,6,4,9,0,2,?
35,3,3,3,0,0,?
30,3,1,10,0,0,?
19,2,1,2,0,0,?
39,8,2,15,0,0,?
12,0,1,1,0,0,?
40,4,1,24,0,0,?
18,1,1,5,0,0,?
27,3,3,3,0,0,?
86,8,11,3,0,0,?
27,3,1,4,0,0,?
18,2,1,8,0,0,?
23,3,1,1,0,0,?
30,5,1,7,0,0,?
98,16,8,24,0,0,?
34,4,3,3,0,0,?
32,4,3,7,0,0,?
32,3,3,3,0,0,?
65,7,8,8,0,0,?
117,15,12,25,0,1,?
44,2,4,6,0,0,?
40,4,5,5,0,0,?
21,2,2,2,0,0,?
14,1,1,2,0,0,?
57,8,6,14,0,0,?
82,64,1,1,0,0,?
179,20,16,36,0,0,?
11,0,1,1,0,0,?
916,111,109,2,0,1,?
34,1,5,3,0,0,?
112,19,8,46,0,0,?
90,24,12,38,0,0,?
82,7,7,33,0,0,?
132,12,20,13,0,0,?
44,3,4,1,0,0,?
62,4,8,8,0,0,?
198,33,21,3,0,0,?
107,13,11,26,0,0,?
40,4,5,3,0,0,?
54,5,7,5,0,0,?
13,1,1,1,0,0,?
19,4,1,3,0,0,?
20,3,1,3,0,0,?
17,1,1,5,0,0,?
48,7,1,3,0,0,?
22,3,1,7,0,0,?
27,1,3,1,0,0,?
64,6,7,10,0,0,?
47,5,3,19,0,0,?
75,8,11,5,0,0,?
57,6,6,8,0,0,?
139,13,19,24,0,0,?
53,5,7,2,0,0,?
14,0,1,2,0,0,?
43,4,5,2,0,0,?
73,9,11,5,0,0,?
13,0,1,1,0,0,?
68,4,7,12,0,1,?
15,2,1,3,0,0,?
55,5,5,8,0,0,?
7,0,0,0,0,0,?
12,1,1,1,0,0,?
15,3,1,3,0,0,?
21,3,1,11,0,0,?
69,13,4,15,0,0,?
22,3,1,5,0,0,?
19,1,1,1,0,0,?
316,21,39,13,0,15,?
12,0,1,2,0,0,?
24,5,1,18,1,0,?
88,11,3,30,0,0,?
64,6,7,8,0,0,?
33,7,1,7,1,0,?
37,3,4,3,0,0,?
177,19,26,10,1,1,?
23,1,1,1,0,0,?
13,1,1,1,0,0,?
27,4,1,2,0,0,?
24,2,1,8,0,0,?
42,5,1,24,0,0,?
34,7,1,8,1,0,?
28,3,1,8,0,0,?
52,7,5,19,0,0,?
44,4,3,15,0,0,?
34,1,5,3,0,0,?
126,15,15,19,0,0,?
76,7,2,17,0,0,?
34,1,5,3,0,0,?
30,5,3,3,0,0,?
39,7,3,4,0,0,?
13,1,1,1,0,0,?
62,3,5,6,0,2,?
78,10,7,23,0,0,?
53,5,6,4,0,0,?
14,0,1,1,0,0,?
33,3,2,4,0,0,?
34,3,3,3,0,0,?
22,2,1,3,0,0,?
14,2,1,2,0,0,?
19,2,1,5,0,0,?
81,8,4,111,0,0,?
18,0,1,2,0,0,?
34,6,2,4,0,0,?
30,3,1,10,0,0,?
23,4,1,6,0,0,?
66,9,4,26,0,0,?
24,3,1,4,0,0,?
24,4,2,8,0,0,?
17,1,1,1,0,0,?
39,6,2,4,0,0,?
34,7,1,8,1,0,?
30,5,1,8,0,0,?
34,1,5,3,0,0,?
82,12,10,13,0,0,?
82,8,5,15,0,0,?
34,3,3,1,0,0,?
27,3,1,1,0,0,?
27,2,2,17,0,0,?
21,2,1,2,0,0,?
52,6,5,15,0,0,?
48,5,5,8,0,0,?
21,2,1,1,0,0,?
25,3,2,3,0,0,?
24,2,1,6,0,0,?
128,16,15,11,2,2,?
37,4,3,9,0,0,?
35,3,4,4,0,0,?
34,1,5,3,0,0,?
33,3,3,8,0,0,?
17,2,1,7,0,0,?
56,11,7,15,0,0,?
66,7,9,9,0,0,?
33,3,3,4,0,0,?
23,2,1,3,0,0,?
39,4,5,3,0,0,?
125,11,17,4,0,0,?
30,4,3,6,0,0,?
70,13,3,7,0,0,?
12,1,1,1,0,0,?
37,7,1,5,0,0,?
32,5,1,12,0,0,?
25,5,1,4,0,0,?
52,4,7,5,0,0,?
37,8,1,11,0,0,?
138,15,24,8,0,0,?
78,11,5,17,1,1,?
39,6,3,7,0,0,?
131,10,20,5,0,3,?
29,2,1,3,0,0,?
21,2,1,3,0,0,?
18,2,1,3,0,0,?
27,3,2,2,0,0,?
22,2,1,6,0,0,?
41,9,3,7,2,1,?
64,5,8,6,0,0,?
35,7,2,6,0,0,?
43,15,1,5,0,0,?
48,6,4,18,0,0,?
42,6,3,6,0,0,?
20,2,1,4,0,0,?
122,15,14,18,0,0,?
39,4,4,7,0,0,?
29,3,1,11,0,0,?
32,2,4,3,0,0,?
33,7,1,8,1,0,?
33,7,1,7,1,0,?
34,3,2,1,0,0,?
20,2,1,1,0,0,?
59,6,6,14,0,0,?
62,8,5,10,0,0,?
32,3,1,15,0,0,?
30,1,3,5,0,0,?
22,3,1,1,0,0,?
30,3,2,2,0,0,?
34,1,5,3,0,0,?
41,6,3,8,0,0,?
63,6,7,6,0,0,?
35,3,3,6,0,0,?
116,9,17,17,0,0,?
43,7,5,12,0,0,?
18,2,1,8,0,0,?
27,3,2,4,0,0,?
76,9,7,11,0,0,?
55,5,7,2,0,0,?
20,2,1,2,0,0,?
21,2,2,6,0,0,?
35,5,3,3,0,0,?
95,10,18,2,0,0,?
24,4,1,6,0,0,?
45,1,7,8,0,0,?
27,4,1,12,0,0,?
19,3,1,1,0,0,?
58,5,7,5,0,0,?
16,1,1,2,0,0,?
24,3,1,3,0,0,?
23,2,1,8,0,0,?
41,7,3,8,0,0,?
34,4,1,11,0,0,?
27,1,3,1,0,0,?
46,5,3,23,0,0,?
34,7,1,8,1,0,?
56,5,5,9,0,0,?
38,4,4,7,0,0,?
40,7,2,9,0,0,?
20,1,1,2,0,0,?
54,4,1,22,0,0,?
36,4,3,8,0,0,?
39,5,4,4,0,0,?
51,12,4,8,0,0,?
13,1,1,2,0,0,?
14,1,1,2,0,0,?
44,6,3,8,0,0,?
13,2,1,3,0,0,?
23,3,1,2,0,0,?
21,2,1,3,0,0,?
51,4,5,10,0,0,?
10,0,1,1,0,0,?
22,3,1,2,0,0,?
27,3,1,4,0,0,?
27,4,2,7,0,0,?
31,3,3,4,0,0,?
51,4,3,33,0,0,?
89,15,3,16,1,4,?
36,2,4,0,0,0,?
45,4,7,1,0,0,?
85,8,16,0,0,0,?
72,12,6,33,0,0,?
50,6,6,4,0,0,?
38,4,6,6,0,0,?
72,8,8,11,0,0,?
74,18,6,32,0,0,?
15,0,1,6,0,0,?
37,3,3,6,0,0,?
19,0,2,1,0,0,?
88,11,3,37,0,0,?
56,14,2,22,2,0,?
33,3,2,3,0,0,?
44,3,4,2,0,0,?
64,4,7,2,0,0,?
54,9,5,16,0,0,?
40,2,3,6,0,0,?
55,9,5,20,0,0,?
59,9,6,17,0,0,?
53,4,6,5,0,0,?
33,3,2,3,0,0,?
40,4,4,3,0,0,?
33,3,2,3,0,0,?
33,3,2,3,0,0,?
40,4,5,3,0,0,?
33,3,2,3,0,0,?
33,3,2,3,0,0,?
57,4,6,2,0,0,?
54,9,5,16,0,0,?
49,3,5,2,0,0,?
55,9,5,20,0,0,?
55,5,6,14,0,0,?
99,10,14,9,0,2,?
55,9,5,17,0,0,?
29,5,2,4,0,0,?
33,3,2,3,0,0,?
69,6,7,11,0,0,?
44,3,4,3,0,0,?
33,3,2,2,0,0,?
40,4,2,6,0,0,?
51,9,2,14,0,0,?
30,3,3,9,0,0,?
14,0,1,2,0,0,?
40,3,3,4,0,0,?
148,22,21,40,0,0,?
50,3,7,5,0,0,?
49,7,2,16,0,0,?
98,23,4,65,5,0,?
27,4,1,7,0,0,?
29,6,1,8,1,0,?
51,9,2,14,0,0,?
31,4,2,7,0,0,?
59,6,9,9,0,0,?
118,23,13,39,0,0,?
24,0,1,12,0,0,?
24,3,3,5,0,0,?
125,20,9,35,0,0,?
48,5,2,14,0,0,?
15,0,1,3,0,0,?
17,1,1,4,0,0,?
42,6,5,17,0,0,?
27,4,1,7,0,0,?
170,33,18,38,0,0,?
45,6,4,13,2,0,?
120,12,15,27,0,0,?
67,14,5,22,0,0,?
44,1,3,27,0,0,?
41,7,1,11,2,1,?
36,3,2,4,0,1,?
73,17,3,39,3,0,?
30,3,3,9,0,0,?
177,34,19,40,0,0,?
58,6,7,10,0,0,?
149,26,14,39,0,0,?
93,20,7,14,0,0,?
395,12,3,25,0,4,?
81,11,10,29,0,0,?
72,5,3,12,0,3,?
20,3,1,7,0,0,?
128,2,3,204,0,0,?
50,4,7,6,0,0,?
26,1,2,3,0,0,?
39,7,1,10,2,1,?
46,6,4,11,0,0,?
50,6,4,11,0,0,?
69,8,6,14,0,0,?
50,6,4,11,0,0,?
35,5,1,4,0,0,?
46,7,4,20,0,0,?
72,27,1,15,0,0,?
71,12,7,39,0,0,?
35,5,1,4,0,0,?
73,27,1,15,0,0,?
69,8,6,14,0,0,?
96,8,9,17,0,0,?
89,14,7,35,0,0,?
52,8,3,11,2,1,?
48,3,5,5,0,0,?
126,22,16,22,0,0,?
31,4,2,7,0,0,?
38,5,4,13,0,0,?
76,3,12,26,0,0,?
31,4,2,7,0,0,?
28,2,2,6,0,0,?
38,9,1,10,2,1,?
25,1,1,16,0,0,?
51,5,6,17,0,0,?
41,3,4,11,0,0,?
20,3,1,2,0,0,?
90,5,9,14,0,2,?
15,1,1,3,0,0,?
51,5,6,17,0,0,?
25,2,1,10,0,0,?
15,0,1,5,0,0,?
47,1,6,8,0,0,?
59,5,7,3,0,0,?
38,2,3,2,0,0,?
40,3,5,2,0,0,?
70,4,7,30,0,0,?
31,4,3,5,0,0,?
30,4,3,5,0,0,?
20,3,1,7,0,0,?
31,4,3,5,0,0,?
80,11,10,12,0,0,?
32,4,3,5,0,0,?
32,4,3,5,0,0,?
31,4,3,5,0,0,?
31,4,3,5,0,0,?
31,4,3,5,0,0,?
31,4,3,5,0,0,?
69,6,9,6,0,0,?
70,7,10,6,0,0,?
45,5,5,7,0,0,?
31,4,3,5,0,0,?
142,21,19,33,0,0,?
31,4,3,5,0,0,?
40,2,5,4,0,0,?
27,3,1,4,0,0,?
137,14,20,22,0,0,?
31,4,3,5,0,0,?
69,2,10,13,0,0,?
106,11,13,20,0,0,?
23,3,1,3,0,0,?
57,6,7,20,0,0,?
77,0,6,108,0,0,?
93,11,12,19,0,0,?
52,6,6,6,0,0,?
26,1,1,16,0,0,?
36,4,3,5,0,0,?
25,2,1,10,0,0,?
73,11,8,28,0,0,?
93,5,9,15,0,3,?
27,1,1,13,0,0,?
46,4,5,4,0,0,?
53,6,6,6,0,0,?
44,3,4,5,0,0,?
58,8,7,15,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
23,2,1,7,0,0,?
23,2,1,7,0,0,?
22,2,1,6,0,0,?
24,2,1,8,0,0,?
22,2,1,6,0,0,?
22,2,1,6,0,0,?
33,1,4,5,0,0,?
69,6,7,12,0,0,?
34,1,3,12,0,0,?
22,3,1,2,0,0,?
20,3,1,7,0,0,?
38,3,5,5,0,0,?
28,1,2,2,0,0,?
66,6,9,19,0,0,?
117,21,9,23,0,0,?
126,23,10,25,0,0,?
106,19,8,21,0,0,?
35,3,2,18,0,0,?
16,1,1,3,0,0,?
86,7,8,12,0,0,?
62,7,5,16,0,0,?
35,3,2,18,0,0,?
43,4,3,9,0,0,?
36,2,3,2,0,0,?
35,3,2,18,0,0,?
35,3,2,18,0,0,?
36,2,3,2,0,0,?
44,4,2,26,0,0,?
42,4,4,7,0,0,?
45,4,2,26,0,0,?
35,3,2,18,0,0,?
28,2,3,1,0,0,?
34,3,2,18,0,0,?
79,8,10,21,0,0,?
33,1,3,2,0,0,?
22,3,1,3,0,0,?
26,4,1,3,0,0,?
22,3,1,3,0,0,?
28,4,2,6,0,0,?
30,3,1,2,0,0,?
29,3,1,2,0,0,?
31,4,1,2,0,0,?
22,3,1,3,0,0,?
46,4,3,9,0,4,?
58,7,4,10,0,0,?
32,3,3,3,0,0,?
47,1,5,31,0,0,?
49,1,5,33,0,0,?
47,5,3,5,0,0,?
13,0,1,2,0,0,?
20,2,1,0,0,0,?
73,7,9,16,0,0,?
31,2,3,5,0,0,?
29,2,1,12,0,0,?
145,12,14,38,0,0,?
26,1,1,16,0,0,?
24,2,2,2,0,0,?
50,11,3,9,0,0,?
76,8,7,12,0,0,?
26,1,1,12,0,0,?
59,11,4,6,0,0,?
32,3,3,2,0,0,?
29,2,3,3,0,0,?
40,4,1,5,0,0,?
52,7,2,13,0,0,?
45,6,5,18,0,0,?
42,4,1,6,0,0,?
35,3,1,13,0,0,?
26,3,1,5,0,0,?
51,7,2,14,0,0,?
28,1,1,2,0,0,?
36,3,1,13,0,0,?
28,3,1,3,0,0,?
24,4,1,2,0,0,?
40,4,1,13,0,0,?
56,6,2,10,0,0,?
32,3,1,11,0,0,?
24,3,1,2,0,0,?
25,3,1,2,0,0,?
30,3,1,2,0,0,?
51,5,2,11,0,0,?
17,1,1,1,0,0,?
63,8,4,29,0,0,?
58,6,8,14,0,0,?
41,8,4,12,0,0,?
33,1,3,2,0,0,?
202,34,18,49,0,0,?
42,5,4,11,0,0,?
114,22,11,28,0,0,?
70,7,9,19,0,0,?
54,6,2,26,0,0,?
48,6,2,26,0,0,?
118,22,11,30,0,0,?
42,3,4,21,0,0,?
280,61,21,67,0,0,?
208,47,17,42,0,0,?
138,11,11,77,0,2,?
41,1,4,25,0,0,?
32,2,3,4,0,0,?
60,6,5,4,0,0,?
130,29,11,30,0,0,?
50,11,2,20,3,0,?
75,2,9,23,0,0,?
128,29,11,26,0,0,?
55,8,2,26,0,0,?
22,1,2,4,0,0,?
33,2,3,4,0,0,?
65,14,5,10,0,0,?
35,0,5,29,0,0,?
38,4,4,12,0,0,?
16,1,1,1,0,0,?
26,3,1,4,0,0,?
36,7,2,12,0,0,?
39,3,2,13,0,0,?
24,0,3,2,0,0,?
58,8,7,15,0,0,?
32,3,3,3,0,0,?
26,1,1,19,0,0,?
27,4,1,4,0,0,?
30,4,1,6,0,0,?
40,4,2,26,0,0,?
30,4,1,4,0,0,?
37,6,1,4,0,0,?
58,4,8,2,0,0,?
37,6,1,4,0,0,?
30,4,1,4,0,0,?
83,6,11,18,0,0,?
53,7,3,10,0,0,?
20,2,1,2,0,0,?
86,9,13,19,0,0,?
32,5,1,3,0,0,?
37,3,3,3,0,0,?
98,7,9,23,0,0,?
58,4,5,9,0,0,?
97,7,9,23,0,0,?
58,4,5,9,0,0,?
23,1,1,2,0,0,?
28,1,9,5,0,0,?
50,5,7,17,0,0,?
29,2,2,10,0,0,?
36,3,4,3,0,0,?
27,2,2,10,0,0,?
32,2,2,20,0,0,?
47,5,6,19,0,0,?
25,3,1,5,0,0,?
38,1,3,36,0,0,?
48,3,5,5,0,0,?
26,1,1,16,0,0,?
93,12,12,22,0,0,?
26,3,1,4,0,0,?
27,3,1,9,0,0,?
38,2,2,11,0,0,?
34,3,4,7,0,0,?
27,2,1,14,0,0,?
28,1,2,2,0,0,?
25,2,1,10,0,0,?
35,3,4,7,0,0,?
25,3,1,4,0,0,?
35,3,4,7,0,0,?
22,1,1,4,0,0,?
22,3,1,2,0,0,?
25,2,1,10,0,0,?
35,1,1,20,0,0,?
60,5,4,26,0,0,?
19,1,1,5,0,0,?
83,7,7,18,0,0,?
17,3,1,4,0,0,?
21,2,1,4,0,0,?
23,2,1,4,0,0,?
32,6,3,12,0,0,?
26,2,1,14,0,0,?
54,4,5,12,0,0,?
40,4,2,10,0,0,?
49,6,1,13,0,0,?
61,7,3,20,0,0,?
25,4,2,8,0,0,?
46,12,4,23,0,0,?
57,9,6,16,0,0,?
55,3,3,21,0,0,?
56,5,2,13,0,0,?
29,2,3,0,0,0,?
61,3,3,36,0,0,?
46,12,4,23,0,0,?
62,7,5,21,0,0,?
52,5,4,10,0,0,?
50,5,4,10,0,0,?
20,1,1,3,0,0,?
25,4,2,8,0,0,?
45,3,1,30,0,0,?
26,3,1,2,0,0,?
137,24,14,39,0,0,?
30,6,1,13,3,1,?
15,2,1,2,0,0,?
254,33,26,106,0,1,?
49,3,5,11,0,0,?
95,1,20,54,0,0,?
40,5,4,8,0,0,?
70,8,8,17,0,1,?
75,16,8,39,0,0,?
113,20,11,22,0,0,?
71,19,4,18,4,0,?
47,6,6,6,0,0,?
15,1,1,2,0,0,?
137,24,17,24,0,0,?
25,3,1,14,1,0,?
55,4,5,9,0,0,?
60,6,7,5,0,0,?
12,1,1,3,0,0,?
162,45,15,47,0,0,?
52,8,3,11,2,1,?
76,5,9,10,0,0,?
103,7,15,1,0,0,?
269,19,37,1,0,0,?
17,0,1,2,0,0,?
23,2,2,2,0,0,?
22,1,1,1,0,0,?
30,4,2,7,0,0,?
56,6,6,16,0,0,?
60,5,5,3,0,0,?
54,4,7,1,0,0,?
46,6,4,5,0,1,?
3032,152,298,1,0,0,?
52,8,3,12,2,1,?
24,3,1,2,0,0,?
82,0,18,54,0,0,?
215,41,22,46,0,0,?
37,1,3,1,0,0,?
74,10,3,11,2,5,?
50,9,2,14,0,0,?
53,12,3,12,0,0,?
42,3,5,3,0,0,?
74,13,6,19,0,0,?
40,2,3,2,0,0,?
